image_id,class_id,class_name,display_name,split,relative_path,pred_bbox_x,pred_bbox_y,pred_bbox_width,pred_bbox_height,bbox_iou,color_hist_h_0,color_hist_h_1,color_hist_h_2,color_hist_h_3,color_hist_h_4,color_hist_h_5,color_hist_h_6,color_hist_h_7,color_hist_s_0,color_hist_s_1,color_hist_s_2,color_hist_s_3,color_hist_s_4,color_hist_s_5,color_hist_s_6,color_hist_s_7,color_hist_v_0,color_hist_v_1,color_hist_v_2,color_hist_v_3,color_hist_v_4,color_hist_v_5,color_hist_v_6,color_hist_v_7,lab_mean_l,lab_std_l,lab_mean_a,lab_std_a,lab_mean_b,lab_std_b,shape_area_ratio,shape_aspect_ratio,shape_extent,shape_solidity,shape_compactness,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu_7,glcm_contrast_mean,glcm_contrast_std,glcm_dissimilarity_mean,glcm_dissimilarity_std,glcm_homogeneity_mean,glcm_homogeneity_std,glcm_ASM_mean,glcm_ASM_std,glcm_energy_mean,glcm_energy_std,glcm_correlation_mean,glcm_correlation_std,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,fractal_dimension,symmetry_correlation,symmetry_mask_iou,segmentation_quality
1,1,001.Black_footed_Albatross,Black footed Albatross,test,001.Black_footed_Albatross/Black_Footed_Albatross_0046_18.jpg,0,0,500,335,0.5898507462686567,0.4900246560573578,0.010789643973112106,0.0020836826879531145,0.0009340646211057901,0.43981271982192993,0.028033914044499397,0.010154958814382553,0.01816635951399803,0.17184394598007202,0.12294925004243851,0.38591238856315613,0.24094076454639435,0.012238641269505024,0.017519699409604073,0.02169903926551342,0.026896271854639053,0.040104903280735016,0.03325509652495384,0.04808037728071213,0.05210404098033905,0.18850141763687134,0.49168920516967773,0.12330850213766098,0.02295643463730812,140.92842430484038,49.07572013732191,130.47840873709674,4.789436903531416,124.45615883888583,15.953184118196564,0.49854328358208955,1.492537313432836,0.49854328358208955,0.6362485449941799,0.08184529451514153,-0.6613790273764832,-2.157232794713443,-2.8114595425715825,-4.0872334495595455,8.11747666442941,-5.324897609701763,-7.552061628162834,0.6267007381930707,0.24215599261672,0.38334752711806985,0.12358766778750548,0.8316813993357677,0.05092639728244584,0.13487740286441452,0.022500453273808514,0.36599424780942175,0.03042389578653741,0.826900640149641,0.06677300917177563,0.029592284085927224,0.04910127137220517,0.05677334502411223,0.15541429197720297,0.3018412976764577,0.19267864971503726,0.05677334502411223,0.041209995615957916,0.04756685664182376,0.06904866286716352,1.428192644300983,0.6933633253994883,0.3761689291101056,0.3335972607334359
2,1,001.Black_footed_Albatross,Black footed Albatross,train,001.Black_footed_Albatross/Black_Footed_Albatross_0009_34.jpg,151,34,132,257,0.8398692810457516,0.03433306887745857,0.0,0.0,0.0,0.0,0.021803472191095352,0.12865035235881805,0.8152130842208862,0.05761641636490822,0.6210536956787109,0.30692580342292786,0.012825571931898594,0.001578531926497817,0.0,0.0,0.0,0.009569849818944931,0.13654302060604095,0.46734410524368286,0.3024861812591553,0.07941988855600357,0.00434096297249198,0.0002959747507702559,0.0,81.6146408839779,26.19709082717211,137.45945146014208,2.263940732245394,126.77417127071823,2.972746472580556,0.060333333333333336,0.5136186770428015,0.29878552057540386,0.5270953174560508,0.21054708625963284,-0.3544236527830927,-0.8662770689146994,-2.595363070398195,-2.948763366678269,-5.7606548041338606,-3.390194318785046,6.108716317788127,0.6595958701753877,0.37021752137706,0.3013831028746118,0.1127596339478079,0.8810840706662166,0.036298513825774495,0.197822534187354,0.01666075734527814,0.44437796803559515,0.018728473293613032,0.9220555839155857,0.04357473584377836,0.020652173913043477,0.05326086956521739,0.04746376811594203,0.10942028985507246,0.3177536231884058,0.16268115942028985,0.08152173913043478,0.0891304347826087,0.05398550724637681,0.0641304347826087,1.3192148052368662,0.2092185929026059,0.24156545209176788,0.6404448109429848
3,1,001.Black_footed_Albatross,Black footed Albatross,test,001.Black_footed_Albatross/Black_Footed_Albatross_0002_55.jpg,0,123,500,224,0.5839955963807755,0.38686034083366394,0.02481343224644661,0.008928571827709675,0.01447228156030178,0.49405649304389954,0.015911513939499855,0.0053571430034935474,0.04960021376609802,0.29560235142707825,0.18214285373687744,0.1690565049648285,0.25602346658706665,0.08062366396188736,0.01652451977133751,2.6652451197151095e-05,0.0,0.045255862176418304,0.18712686002254486,0.15135927498340607,0.08600746095180511,0.06575159728527069,0.08941897749900818,0.26361939311027527,0.11146055161952972,124.59874733475479,68.78363727243976,131.46745735607675,7.435325743240589,129.85834221748402,12.279249151520002,0.2162536023054755,2.232142857142857,0.335,0.5214633086991715,0.06663643104625398,-0.3546183172740717,-1.0206825341231511,-1.0694478732477366,-1.3357986871262884,-2.5442059383086435,-1.8560016685885496,-3.3285716322319265,0.8059985967586131,0.3578057488018263,0.527423511113986,0.17426371166721635,0.7626382279049195,0.07042115020610493,0.06865478474064181,0.016953892346412723,0.2600739426401295,0.03187991687976028,0.8535390286910259,0.06508200321040211,0.0300163132137031,0.05415986949429037,0.07960848287112561,0.15399673735725938,0.2766721044045677,0.16900489396411092,0.08384991843393148,0.053833605220228384,0.04143556280587276,0.05742251223491028,1.4332231264141326,0.11846179595222017,0.2157873859579532,0.7145567892620313
4,1,001.Black_footed_Albatross,Black footed Albatross,train,001.Black_footed_Albatross/Black_Footed_Albatross_0074_59.jpg,116,66,247,297,0.793864134404675,0.6808860301971436,0.0,0.0,0.0,0.004933957010507584,0.07380377501249313,0.10027239471673965,0.14010381698608398,0.2718302011489868,0.6572442054748535,0.07092563062906265,0.0,0.0,0.0,0.0,0.0,0.0,0.09816518425941467,0.25450995564460754,0.44503262639045715,0.18723338842391968,0.012437683530151844,0.0025183737743645906,0.00010279077105224133,101.37893817135222,28.836757265822865,132.03376676774425,1.300997581858572,131.45500334070002,4.766667726215977,0.09376867469879518,0.8316498316498316,0.2652298968088442,0.47798963626301755,0.22481372837853628,-0.5244551087284929,-1.5468621478158338,-3.1319186972023445,-3.7854107371944403,-7.291079495048656,-4.698298763103881,-7.599410893325806,0.5454871104938495,0.29168989905576154,0.24375619860625147,0.09606659067621552,0.9062273605740426,0.030428987319322955,0.3392173679217536,0.016766352618927796,0.5822463406304459,0.014372430003597324,0.8902941105711162,0.05820705100539269,0.017929910350448247,0.039119804400977995,0.042787286063569685,0.11491442542787286,0.3202933985330073,0.18255908720456399,0.09127954360228199,0.06438467807660962,0.061532192339038304,0.06519967400162999,1.4145584265886328,0.31408970296088484,0.6123521681997371,0.7037202782512784
5,1,001.Black_footed_Albatross,Black footed Albatross,train,001.Black_footed_Albatross/Black_Footed_Albatross_0014_89.jpg,71,51,122,297,0.8924190926555342,0.561467707157135,0.16328750550746918,0.13460586965084076,0.04747305065393448,0.04549500718712807,0.03224211186170578,0.004945109132677317,0.010483631864190102,0.149441197514534,0.3054099380970001,0.09375926852226257,0.124715656042099,0.29067352414131165,0.03600039705634117,0.0,0.0,0.28286024928092957,0.17258431017398834,0.12867175042629242,0.18118880689144135,0.11185837537050247,0.05983582139015198,0.04094550386071205,0.022055188193917274,70.90149342300465,45.88188372574796,135.12639699337356,9.66328815839053,139.44337849866483,11.147660414893892,0.08038638893305772,0.4107744107744108,0.27904730363746755,0.5046944106768745,0.1926685499830751,-0.2598312344134925,-0.6370019276849184,-1.3799312458982673,-1.789961222447616,-3.384274485119427,-2.179581220185043,-4.062150344396646,1.0503836436253084,0.6283234775955465,0.343044407518453,0.14138878119154466,0.8856979754541388,0.03395768476841515,0.3952764209046373,0.017229913375011344,0.6285612467228935,0.01368137503320253,0.9183592168473746,0.04848463682430344,0.012137823022709476,0.04032889584964761,0.030148786217697728,0.086530931871574,0.37235708692247454,0.1851996867658575,0.07674236491777604,0.07204385277995301,0.07870007830853563,0.04581049334377447,1.2959041294484912,0.47177990684666143,0.34918119387216057,0.6506378726077566
6,1,001.Black_footed_Albatross,Black footed Albatross,test,001.Black_footed_Albatross/Black_Footed_Albatross_0085_92.jpg,0,0,500,470,0.4218936170212766,0.15630842745304108,8.629864896647632e-05,7.191554232122144e-06,0.0,0.8183413147926331,0.0103989876806736,0.0039625465869903564,0.010895204730331898,0.012362281791865826,0.5139660239219666,0.09202312678098679,0.07504387199878693,0.049197424203157425,0.12095475196838379,0.06359491497278214,0.07285763323307037,0.0023947875015437603,0.015066306106746197,0.02906826138496399,0.05408767983317375,0.1393938958644867,0.248597651720047,0.23861576616764069,0.27277565002441406,157.35498950033082,50.32812457728433,129.4347941777177,4.215169471676266,111.7932787734085,16.43411013180974,0.5917106382978723,1.0638297872340425,0.5917106382978723,0.6501460829388717,0.0987727883424828,-0.5787847948431689,-2.3089707714351055,-2.2518860959098386,-2.9797047276012387,-5.657251053038968,-5.27884103327559,-5.898698931481965,0.6336641288890683,0.2875643559072366,0.41865510172219367,0.15489937399638437,0.8115389336324947,0.06494933013909143,0.12370380133107398,0.02125086392294576,0.35046258060060786,0.02966110129169903,0.8359001264629747,0.07572594941099399,0.023497267759562842,0.05081967213114754,0.0302367941712204,0.09544626593806922,0.17741347905282331,0.26612021857923496,0.06120218579234973,0.08870673952641166,0.12404371584699453,0.0825136612021858,1.4786219369844895,0.7483915247093,0.621861152141802,0.21679606132934695
7,1,001.Black_footed_Albatross,Black footed Albatross,train,001.Black_footed_Albatross/Black_Footed_Albatross_0031_100.jpg,92,0,408,310,0.4989068094679806,0.8376564979553223,0.1613951325416565,5.268611494102515e-05,0.0,0.0,0.0002458685194142163,8.781019278103486e-05,0.0005619851872324944,0.0017562038265168667,0.00595353078097105,0.011713879182934761,0.03751251474022865,0.28710418939590454,0.6285102367401123,0.027449464425444603,0.0,0.004267575219273567,0.008201471529901028,0.018405016511678696,0.16836725175380707,0.25345534086227417,0.33710330724716187,0.12124831229448318,0.0889517217874527,125.91355964946172,32.18856412829909,147.09760980664197,14.575311634922272,162.62930050403048,6.500245897705316,0.33494705882352943,1.3161290322580645,0.4501976597090449,0.6111597966028346,0.13436565951517948,-0.5653923643866775,-3.437733940726197,-2.0777280151570494,-4.595768436755798,8.038072912277906,-6.4356106582350865,-8.139660631529532,0.3829863594135261,0.1995864691473593,0.24555306911549507,0.09921885489987813,0.8893902375977885,0.0410102651472685,0.17746135010807437,0.022715646657067524,0.4203727706728302,0.027351120359547735,0.875408524221315,0.0647885684052253,0.015557683101962662,0.02920057443752992,0.023695548109143132,0.14911440880804214,0.4269985639061752,0.20631881282910483,0.04547630445189086,0.0318334131163236,0.03662039253231211,0.035184298707515556,1.2007367584374173,0.14626062781963955,0.45981830887491265,0.6250493019680626
8,1,001.Black_footed_Albatross,Black footed Albatross,train,001.Black_footed_Albatross/Black_Footed_Albatross_0051_796103.jpg,82,92,322,244,0.5951506602787032,0.6100042462348938,0.041991185396909714,0.017961721867322922,0.011350600980222225,0.10840427130460739,0.05542474240064621,0.04274588078260422,0.11211737245321274,0.4879852831363678,0.35681942105293274,0.1470446139574051,0.008150697685778141,0.0,0.0,0.0,0.0,0.0,0.35247236490249634,0.3990823030471802,0.17394192516803741,0.05611906200647354,0.01560707576572895,0.0021433315705507994,0.0006339431274682283,78.59068405482098,28.690647707339583,130.8589627482944,2.9636708019535454,130.44101310149128,3.7559035605147053,0.16944245524296675,1.319672131147541,0.42162203441604723,0.5915029402379541,0.15726483047086476,-0.6136949946337851,-1.857525351195922,-2.8114314929458164,-3.746334731907417,-7.0355371658762325,-4.704911939030662,7.691790559607853,0.727341372094453,0.348959468051524,0.45503375752530123,0.16581167750221837,0.798437711016194,0.06594919410223811,0.09041464618771408,0.020107035636802564,0.29890507485379325,0.03271700497237408,0.8720567457524535,0.061484161337559955,0.021862139917695474,0.04835390946502058,0.048096707818930044,0.13863168724279834,0.25462962962962965,0.1962448559670782,0.10802469135802469,0.07073045267489712,0.05606995884773663,0.0573559670781893,1.4229465586061012,0.20844875059703583,0.5259026687598116,0.7421005073453599
9,1,001.Black_footed_Albatross,Black footed Albatross,train,001.Black_footed_Albatross/Black_Footed_Albatross_0010_796097.jpg,116,77,212,180,0.9135962077138547,0.7545787692070007,0.061355311423540115,0.014194139279425144,0.002747252816334367,0.04670329764485359,0.04056776687502861,0.02994505502283573,0.04990842565894127,0.6891025900840759,0.31089743971824646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18076923489570618,0.6418498158454895,0.17417582869529724,0.0032051282469183207,0.0,0.0,0.0,81.15357142857142,16.74050346045085,129.4863553113553,1.4061601437760625,130.05714285714285,2.18407369777688,0.0525,1.1777777777777778,0.2861635220125786,0.5058677310643179,0.2217048171672601,-0.6047239558585716,-2.8732197827290493,-3.0727072160927102,-3.9369863437208283,7.482773049287115,5.3931317745494765,7.824192658821034,0.2084390875626203,0.10131957506973938,0.17530270606658183,0.07295010832182126,0.9156622851163129,0.03367668993923886,0.33414877456465314,0.030053460765698512,0.5774737159230199,0.0259399688263583,0.8913416718397202,0.05240464077470862,0.003416856492027335,0.017843583902809414,0.012148823082763858,0.08314350797266515,0.4176157934700076,0.262338648443432,0.07896735003796507,0.0425208807896735,0.05315110098709187,0.02885345482156416,1.1809546213522548,0.2919599008028256,0.35563561502830676,0.6408456135811786
10,1,001.Black_footed_Albatross,Black footed Albatross,test,001.Black_footed_Albatross/Black_Footed_Albatross_0025_796057.jpg,26,111,190,85,0.40078335495459533,0.3204943537712097,0.01823854073882103,0.014278857968747616,0.010079193860292435,0.026277897879481316,0.3185745179653168,0.14842812716960907,0.14362850785255432,0.5633549094200134,0.4194864332675934,0.0171586275100708,0.0,0.0,0.0,0.0,0.0,0.1247900202870369,0.5029997825622559,0.26721861958503723,0.027237821370363235,0.015118790790438652,0.03863690793514252,0.0239980798214674,0.0,61.59203263738901,41.47254551572076,130.07607391408686,1.9023361390651736,127.14974802015838,2.736467554371327,0.16026923076923077,2.235294117647059,0.5160371517027864,0.7213238897055548,0.3164466590662438,-0.6053651899808828,-1.56036403937171,-2.881929939935439,-3.8053710983893416,7.789741732699958,5.187363066997184,7.160680020124476,0.561424630265959,0.2677665342506577,0.40112902654006655,0.13952164847234444,0.8152472509784258,0.057356448033649816,0.11117206201542094,0.01912200351804201,0.33218191897892557,0.028761688387496643,0.8873368917348037,0.05441855563108102,0.011527981555229511,0.03248794801928317,0.03248794801928317,0.1037518339970656,0.3684762104380633,0.2504715992454412,0.06979668832529869,0.04191993292810731,0.05701110878222595,0.0320687486900021,1.3913005331836146,-0.03417164301050869,0.6840804800564773,0.8959912142417782
